,^STOXX50E,ABI.BR,AD.AS,ADS.DE,ADYEN.AS,AI.PA,AIR.PA,ALV.DE,ASML.AS,BAS.DE,BAYN.DE,BBVA.MC,BMW.DE,BN.PA,BNP.PA,CS.PA,DB1.DE,DG.PA,DHL.DE,DTE.DE,EL.PA,ENEL.MI,ENI.MI,FLTR.L,IBE.MC,IFX.DE,INGA.AS,ISP.MI,ITX.MC,KER.PA,MBG.DE,MC.PA,MUV2.DE,NDA-FI.HE,NOKIA.HE,OR.PA,PRX.AS,RACE.MI,RI.PA,RMS.PA,SAF.PA,SAN.MC,SAN.PA,SAP.DE,SGO.PA,SIE.DE,STLAM.MI,SU.PA,TTE.PA,UCG.MI,VOW.DE
2022-02-04,4086.580078125,50.414058685302734,24.714967727661133,231.87217712402344,1664.800048828125,113.31238555908203,104.4998550415039,182.1315460205078,543.0794067382812,51.21471405029297,48.47145080566406,4.451513290405273,68.62184143066406,47.90203094482422,47.67507553100586,21.674930572509766,144.45001220703125,85.01425170898438,47.34370422363281,14.929438591003418,156.6742706298828,5.247120380401611,10.451685905456543,10580.0,8.486802101135254,32.27776336669922,10.181367874145508,1.9990251064300537,22.770645141601562,582.0317993164062,49.630943298339844,659.8023071289062,229.46749877929688,7.606051921844482,4.4987335205078125,345.8188781738281,32.28264236450195,194.4954376220703,169.6637420654297,1275.92529296875,102.39691162109375,2.825833797454834,76.9465103149414,102.82026672363281,52.788719177246094,119.229736328125,11.998908996582031,135.97320556640625,42.35322189331055,12.073959350585938,196.29177856445312
2022-02-07,4120.56005859375,50.94443893432617,24.749601364135742,232.2101593017578,1702.800048828125,112.72758483886719,106.98163604736328,184.999755859375,551.1649780273438,51.41432189941406,48.90439987182617,4.501618385314941,68.7749252319336,48.58472442626953,48.705684661865234,22.05367088317871,145.93203735351562,85.62898254394531,47.48887634277344,14.980291366577148,158.35110473632812,5.082728385925293,10.223733901977539,11005.0,8.310067176818848,32.10912322998047,10.371834754943848,2.0350029468536377,22.55239486694336,579.5330810546875,49.433380126953125,669.1466674804688,232.2606658935547,7.72160530090332,4.537375450134277,349.2042236328125,32.40104675292969,191.82113647460938,169.52996826171875,1246.70556640625,103.72798919677734,2.8605706691741943,79.34123992919922,104.72259521484375,53.011714935302734,121.70697021484375,11.88228702545166,136.5294647216797,42.56925964355469,11.923940658569336,194.85665893554688
2022-02-08,4129.25,51.654762268066406,24.97043228149414,230.9064483642578,1682.4000244140625,112.20436096191406,109.5391845703125,188.3596649169922,545.293212890625,52.358619689941406,48.6280517578125,4.607308864593506,68.81318664550781,48.689754486083984,48.9355354309082,22.54681968688965,145.51522827148438,87.75888061523438,47.507022857666016,15.211753845214844,158.62448120117188,5.003692626953125,10.107433319091797,10945.0,8.219075202941895,31.35746955871582,10.740376472473145,2.0758533477783203,23.17986488342285,574.267822265625,49.433380126953125,659.8023071289062,234.5811309814453,7.854711532592773,4.506821155548096,346.9002990722656,32.578651428222656,191.86976623535156,169.70834350585938,1236.4786376953125,104.88543701171875,2.927438974380493,79.86109161376953,103.34764099121094,53.11875534057617,122.60450744628906,11.981416702270508,136.5294647216797,42.619117736816406,12.201393127441406,194.53775024414062
2022-02-09,4204.08984375,51.077030181884766,25.351459503173828,236.5559539794922,1876.5999755859375,112.2351303100586,111.30105590820312,190.08058166503906,566.7583618164062,52.681060791015625,49.09783935546875,4.709084510803223,71.43070220947266,48.48844909667969,49.46196365356445,22.68490219116211,146.76565551757812,89.1788101196289,48.822628021240234,15.527387619018555,162.5978546142578,5.11908483505249,10.274907112121582,11105.0,8.36256217956543,32.913780212402344,10.76824951171875,2.1388142108917236,23.589078903198242,575.6064453125,51.613834381103516,669.6138305664062,233.97952270507812,7.920533180236816,4.551754474639893,349.2511901855469,33.493988037109375,197.8991241455078,171.1352081298828,1258.8804931640625,108.66649627685547,2.98128080368042,79.65655517578125,103.3664779663086,55.19712448120117,124.00467681884766,12.46831226348877,139.2738037109375,43.541473388671875,12.388511657714844,204.42408752441406
2022-02-10,4197.06982421875,52.961753845214844,25.264860153198242,234.5762176513672,1843.199951171875,113.88179779052734,112.05885314941406,187.8679656982422,562.2343139648438,52.6349983215332,50.286136627197266,4.741183280944824,71.00210571289062,48.0333251953125,49.35074234008789,22.574434280395508,145.1910400390625,88.97101593017578,48.260093688964844,15.390613555908203,159.64517211914062,5.083518028259277,10.31057357788086,11050.0,8.357315063476562,32.92341995239258,10.522037506103516,2.1886589527130127,23.852794647216797,561.1493530273438,51.035797119140625,659.895751953125,232.73333740234375,7.747934341430664,4.539173126220703,342.29254150390625,32.555877685546875,193.18260192871094,169.88670349121094,1213.5899658203125,111.0007095336914,3.0233988761901855,79.1366958618164,102.93327331542969,55.857200622558594,129.85665893554688,12.361892700195312,140.42344665527344,43.15092849731445,12.783717155456543,203.1484375
2022-02-11,4155.22998046875,52.904930114746094,25.282180786132812,228.10581970214844,1862.199951171875,110.55767822265625,112.24829864501953,188.11383056640625,548.1809692382812,52.73480224609375,49.85319137573242,4.671505451202393,72.9384536743164,48.47969436645508,48.11994171142578,22.424518585205078,146.07098388671875,88.50347900390625,47.84272766113281,15.576485633850098,153.81272888183594,5.053485870361328,10.488903045654297,11360.0,8.262821197509766,32.16694259643555,10.37957763671875,2.1388142108917236,23.41629981994629,553.1176147460938,54.46745300292969,640.0858764648438,233.54978942871094,7.753784656524658,4.497833728790283,342.2454528808594,31.40373992919922,189.58444213867188,170.9568634033203,1170.7344970703125,110.94284057617188,3.0233988761901855,79.9633560180664,101.23812103271484,55.57176208496094,130.55819702148438,12.223405838012695,135.78778076171875,43.41682434082031,12.654669761657715,203.30789184570312
2022-02-14,4064.449951171875,51.58846664428711,24.914140701293945,223.22886657714844,1877.800048828125,109.3572998046875,110.16436767578125,182.828125,538.7479248046875,51.01510238647461,48.6096305847168,4.486742973327637,70.86433410644531,47.92829132080078,45.784385681152344,21.757780075073242,146.07098388671875,86.61600494384766,46.46360778808594,15.201233863830566,149.87583923339844,4.994999885559082,10.330732345581055,11130.0,8.000343322753906,31.290016174316406,9.976966857910156,2.0743536949157715,23.03436279296875,549.9049072265625,54.3723258972168,626.0693359375,225.68601989746094,7.5519328117370605,4.38145637512207,332.04254150390625,30.88915252685547,188.46607971191406,169.6637420654297,1155.6375732421875,108.24209594726562,2.9061625003814697,78.5742416381836,99.24160766601562,54.08211898803711,128.76744079589844,11.909985542297363,131.76402282714844,42.486175537109375,12.119125366210938,191.66751098632812
2022-02-15,4143.7099609375,52.32719802856445,25.048364639282227,227.18836975097656,1957.800048828125,111.20404052734375,112.15357971191406,185.0817108154297,551.45361328125,52.35094451904297,49.65053939819336,4.598697185516357,72.6552734375,48.22587585449219,47.104156494140625,22.187807083129883,147.5066680908203,87.94937133789062,47.37092208862305,15.380091667175293,154.6875762939453,5.081147193908691,10.212881088256836,11055.0,8.226075172424316,32.23440170288086,10.057489395141602,2.138439416885376,22.91614532470703,563.558837890625,55.15524673461914,648.4957275390625,228.56512451171875,7.563634395599365,4.432680606842041,337.9197998046875,30.90281105041504,193.1339874267578,173.00796508789062,1218.460205078125,110.92354583740234,2.9725964069366455,79.9633560180664,99.54296875,55.22388458251953,132.3673858642578,12.399796485900879,136.10299682617188,42.378150939941406,12.377218246459961,203.6267852783203
2022-02-16,4137.22021484375,53.321651458740234,23.264453887939453,226.22265625,2032.0,114.18959045410156,111.66100311279297,184.71292114257812,552.416259765625,52.60429000854492,49.80713653564453,4.55328893661499,71.98176574707031,48.46219253540039,46.52583312988281,22.093120574951172,147.32144165039062,88.7978515625,46.209564208984375,15.343268394470215,152.95606994628906,5.145166397094727,10.318325996398926,11060.0,8.236573219299316,31.988664627075195,10.020325660705566,2.091968059539795,23.125301361083984,564.5404663085938,55.47718811035156,642.5153198242188,230.02613830566406,7.562171459197998,4.591296195983887,333.97027587890625,30.807180404663086,190.26516723632812,170.243408203125,1209.20703125,111.88809967041016,2.9343862533569336,79.67359161376953,99.35462951660156,55.4736442565918,131.57354736328125,12.514960289001465,135.1202392578125,42.727134704589844,12.172356605529785,202.3511505126953
2022-02-17,4113.18994140625,52.91440200805664,23.138887405395508,222.64942932128906,1925.0,115.6669692993164,110.18330383300781,182.33641052246094,556.5552368164062,52.08991622924805,49.81635284423828,4.5000529289245605,73.45124816894531,48.52345657348633,45.98457336425781,21.45400047302246,146.11727905273438,88.4688491821289,45.324928283691406,15.111804008483887,151.4979705810547,5.1230363845825195,10.338483810424805,11015.0,8.231324195861816,31.155101776123047,9.854637145996094,2.052992343902588,23.152578353881836,592.4730224609375,55.65279006958008,639.2447509765625,226.45950317382812,7.434916973114014,4.5760178565979,335.33380126953125,30.48385238647461,191.33489990234375,172.29457092285156,1222.3558349609375,110.30622863769531,2.900517702102661,79.79290771484375,99.12860107421875,55.13468551635742,128.76744079589844,12.281717300415039,135.7321319580078,42.087318420410156,11.840060234069824,199.3214569091797
2022-02-18,4074.280029296875,52.86704635620117,23.454971313476562,221.53883361816406,1823.4000244140625,115.99015045166016,108.93295288085938,175.4527130126953,549.0472412109375,51.636962890625,49.742652893066406,4.471868991851807,72.99968719482422,48.90856170654297,45.91042709350586,21.24095916748047,144.82054138183594,87.42987823486328,44.594539642333984,14.971522331237793,152.17236328125,5.08588981628418,10.443933486938477,10530.0,8.128083229064941,30.42626953125,9.763275146484375,2.0402495861053467,23.05255126953125,594.8825073242188,55.308895111083984,641.300537109375,224.82659912109375,7.515364646911621,4.515807151794434,339.236328125,29.39546775817871,189.14682006835938,175.77252197265625,1171.70849609375,109.4188461303711,2.8848862648010254,79.28157043457031,96.30335235595703,55.17036437988281,125.85054779052734,12.166552543640137,134.28582763671875,42.09563446044922,11.801346778869629,193.1026153564453
